deso,year,Quartile 1,Quartile 2,Quartile 3,Quartile 4,Median value,Mean value,total
1883C1090,2022,50,25,15,10,213.7,244.2,2050
1883C1100,2022,25,26,22,27,290.8,350.1,2322
1883C1110,2022,18,31,27,24,294.1,328.8,2171
1883C1120,2022,25,31,27,18,277.5,301.8,1489
1883C1130,2022,31,31,24,14,262.2,277.8,1749
1883C1140,2022,24,28,29,19,284.2,308.2,1317
1883C1150,2022,14,38,26,21,286.2,321.2,2621
1884A0010,2022,20,31,25,24,288.5,329.3,1074
1884A0020,2022,22,29,25,23,289.2,349.0,1627
1884C1010,2022,26,32,26,16,271.5,296.3,1403
1884C1020,2022,29,28,24,20,269.5,303.0,1250
1884C1030,2022,45,25,15,14,224.9,266.4,2037
1884C1040,2022,30,30,23,17,266.1,296.1,1738
1884C1050,2022,23,27,25,24,292.0,326.5,1460
1885A0010,2022,25,32,24,20,272.9,307.6,1013
1885A0020,2022,24,27,29,19,290.0,311.2,1337
1885A0030,2022,26,30,23,21,269.8,318.7,1268
1885A0040,2022,17,31,29,24,301.0,344.6,1080
1885A0050,2022,28,31,24,16,266.9,339.9,1377
1885A0060,2022,26,29,26,19,279.4,304.9,1347
1885B2010,2022,20,28,30,22,299.9,325.1,1107
1885B2020,2022,34,24,23,19,262.1,292.9,1543
1885B3010,2022,34,31,23,13,253.0,297.3,1016
1885B3020,2022,44,28,16,12,226.2,250.1,988
1885B4010,2022,40,28,19,13,235.9,259.9,1410
1885C1010,2022,33,26,22,19,260.6,307.0,2303
1885C1020,2022,28,28,27,16,272.3,291.1,1469
1885C1030,2022,24,28,26,22,282.2,316.9,2204
1885C1040,2022,28,30,26,16,268.5,293.9,1811
1885C1050,2022,52,21,17,10,205.3,235.7,1911
1904A0010,2022,26,28,27,18,280.5,324.9,2094
1904C1010,2022,36,30,21,12,245.1,273.2,2258
1907A0010,2022,20,29,24,27,294.7,328.4,962
1907B2010,2022,30,34,21,14,254.6,279.3,1331
1907B3010,2022,25,30,28,17,274.0,298.0,1267
1907C1010,2022,17,36,28,19,285.6,309.8,1686
1907C1020,2022,25,33,27,16,273.3,296.4,1097
1907C1030,2022,24,31,29,16,278.0,296.8,1596
1907C1040,2022,35,34,20,11,242.7,267.4,1975
1960A0010,2022,17,31,29,24,295.5,340.9,977
1960A0020,2022,21,28,28,23,294.0,332.9,1386
1960C1010,2022,35,30,21,15,246.5,274.9,2546
1960C1020,2022,49,24,18,9,217.1,242.9,2021
1960C1030,2022,16,34,25,25,291.9,403.3,1730
1961A0010,2022,15,26,26,33,325.1,365.6,1379
1961A0020,2022,21,27,27,25,303.4,339.4,1102
1961C1010,2022,33,30,24,13,248.9,278.3,1254
1961C1020,2022,17,29,29,24,304.7,328.1,1197
1961C1030,2022,45,28,18,9,226.5,266.4,2463
1961C1040,2022,12,32,34,22,305.5,337.9,1692
1961C1050,2022,43,29,17,11,229.0,253.9,2998
1961C1060,2022,32,33,24,11,254.1,273.5,2009
1961C1070,2022,19,35,29,17,284.6,308.6,2434
1962A0010,2022,21,30,25,24,288.3,360.1,1002
1962C1010,2022,29,31,26,15,266.7,287.5,2007
1962C1020,2022,43,24,19,14,233.0,262.4,1680
1962C1030,2022,28,29,26,16,269.2,293.3,875
1980A0010,2022,8,16,33,43,375.0,547.8,1786
1980A0020,2022,7,22,32,39,357.5,409.2,2715
1980A0030,2022,11,22,31,35,339.9,407.6,2580
1980A0040,2022,11,30,31,28,321.4,382.7,1550
1980A0050,2022,14,25,30,31,321.7,382.3,2139
1980A0060,2022,15,27,27,31,318.5,385.8,2709
1980B2010,2022,34,31,20,15,256.5,277.2,1345
1980B2020,2022,36,29,23,13,252.8,272.6,1905
1980B3010,2022,9,25,33,32,332.8,372.6,1369
1980B3020,2022,6,24,41,29,337.5,371.6,1703
1980B4010,2022,12,19,27,41,356.6,457.2,1256
1980B5010,2022,13,34,30,24,297.7,339.2,1121
1980C1010,2022,4,23,38,35,344.3,391.4,1993
1980C1020,2022,6,13,24,57,429.8,515.8,1091
1980C1030,2022,24,25,27,24,297.0,344.0,1570
1980C1040,2022,13,33,33,21,301.2,330.2,1925
1980C1050,2022,33,33,23,11,257.3,270.9,2582
1980C1060,2022,10,11,28,51,398.5,509.7,2036
1980C1070,2022,41,30,19,10,229.4,251.7,1519
1980C1080,2022,22,35,22,20,275.4,309.1,1759
1980C1090,2022,11,22,26,40,352.1,423.5,815
1980C1100,2022,66,24,8,2,183.3,197.0,2186
1980C1110,2022,23,34,28,14,268.6,297.8,2190
1980C1120,2022,37,27,23,13,247.4,274.6,2105
1980C1130,2022,8,14,22,57,431.3,692.3,1694
1980C1140,2022,7,20,36,38,356.7,412.2,2390
1980C1150,2022,15,21,26,38,345.1,396.6,4628
1980C1160,2022,13,15,21,51,399.6,462.8,1571
1980C1170,2022,44,20,15,21,229.6,302.3,1837
1980C1180,2022,57,25,13,6,195.3,219.1,2213
1980C1190,2022,47,32,16,6,220.6,234.3,2221
1980C1200,2022,57,23,15,5,200.9,223.3,2022
1980C1210,2022,22,26,29,23,296.8,327.3,1830
1980C1220,2022,6,12,24,59,429.6,549.7,1644
1980C1230,2022,27,20,22,31,306.0,369.6,1602
1980C1240,2022,29,32,21,19,261.6,297.5,1690
1980C1250,2022,12,18,24,47,379.2,447.8,1762
1980C1260,2022,28,22,22,28,293.7,365.2,1492
1980C1270,2022,50,27,17,7,214.0,236.7,1930
1980C1280,2022,33,30,22,15,256.1,288.3,2066
1980C1290,2022,50,28,13,9,214.0,241.2,1727
1980C1300,2022,8,22,31,38,352.6,394.3,1996
1980C1310,2022,13,24,34,29,320.4,349.8,1790
1980C1320,2022,19,15,25,41,356.4,442.2,1478
1980C1330,2022,30,28,28,14,267.2,290.7,1779
1980C1340,2022,68,21,7,3,173.9,190.8,2096
1980C1350,2022,24,20,25,31,316.8,358.3,1425
1980C1360,2022,22,25,25,29,303.3,353.9,1626
1980C1370,2022,32,26,24,18,270.7,287.4,1563
1980C1380,2022,35,23,21,21,260.5,301.5,2021
1980C1390,2022,15,21,22,42,356.5,450.9,1488
1980C1400,2022,62,21,12,5,184.7,218.0,2268
1980C1410,2022,22,22,27,28,308.3,353.2,1810
1980C1420,2022,22,22,28,28,313.2,359.0,1647
1980C1430,2022,46,24,19,11,226.2,255.4,1723
1980C1440,2022,20,22,27,32,321.4,376.0,1615
1980C1450,2022,25,24,32,19,296.3,335.3,1592
1980C1460,2022,24,28,27,21,288.6,314.6,2376
1980C1470,2022,62,21,13,4,189.9,207.9,1603
1980C1480,2022,22,24,32,21,302.1,319.8,2067
1980C1490,2022,33,28,23,15,251.6,279.2,1427
1980C1500,2022,37,26,21,16,255.2,284.5,2002
1980C1510,2022,36,32,22,10,246.0,260.7,1685
1980C1520,2022,40,33,19,8,237.7,251.0,2018
1980C1530,2022,49,22,18,11,216.0,251.5,1942
1980C1540,2022,19,31,29,22,293.4,307.7,1697
1980C1550,2022,30,28,24,19,269.1,297.6,1564
1980C1560,2022,28,28,28,17,275.2,289.2,1546
1980C1570,2022,28,26,29,17,273.4,297.6,1567
1980C1580,2022,22,20,25,32,319.4,365.0,1923
1980C1590,2022,7,22,33,37,353.1,386.9,1279
1980C1600,2022,11,22,32,36,345.4,384.4,2269
1980C1610,2022,23,29,30,18,287.6,305.5,1634
1980C1620,2022,40,24,21,15,246.2,273.6,2345
1980C1630,2022,24,25,29,23,295.6,320.6,1954
1980C1640,2022,31,29,22,18,261.3,290.2,1982
1980C1650,2022,12,28,33,28,320.1,350.6,1918
1980C1660,2022,7,22,35,36,345.1,427.0,1914
1980C1670,2022,21,29,27,23,291.3,317.9,1701
1980C1680,2022,15,22,30,32,327.3,368.4,1678
1980C1690,2022,13,27,31,28,316.6,349.1,1867
1980C1700,2022,8,28,36,28,326.4,364.1,1844
1980C1710,2022,8,25,33,34,343.6,425.0,1252
1980C1720,2022,14,33,31,22,298.2,333.1,2215
1981A0010,2022,19,28,27,25,301.8,339.8,2101
1981A0020,2022,19,29,26,25,296.0,322.4,1697
1981A0030,2022,17,33,26,24,291.6,351.0,1714
1981A0040,2022,28,26,27,19,279.2,306.5,2070
1981A0050,2022,30,30,25,15,260.8,285.3,1213
1981C1010,2022,20,34,29,17,283.5,324.2,1668
1981C1020,2022,26,32,24,19,270.0,308.8,2604
1981C1030,2022,46,27,16,11,223.2,250.9,1687
1981C1040,2022,18,29,29,24,303.8,366.5,1647
1981C1050,2022,37,27,23,12,246.5,281.9,2088
1981C1060,2022,60,21,12,6,190.6,221.1,2417
1981C1070,2022,24,31,26,19,277.4,328.2,1834
1982A0010,2022,16,23,30,31,323.5,398.0,1225
1982C1010,2022,25,28,27,21,283.4,307.6,1543
1982C1020,2022,37,28,21,14,247.5,266.7,2110
1982C1030,2022,16,29,34,21,302.1,329.8,1737
1982C1040,2022,22,29,30,20,289.6,302.5,2209
1982C1050,2022,45,26,16,12,224.7,251.3,2202
1982C1060,2022,61,21,12,6,183.6,210.7,2067
1983A0010,2022,15,28,30,27,309.2,360.9,1855
1983A0020,2022,19,26,29,26,307.0,345.5,1740
1983A0030,2022,19,27,29,25,303.9,368.2,1156
1983B2010,2022,31,32,23,14,252.2,272.6,1282
1983B2020,2022,31,31,25,12,259.5,278.8,1213
1983C1010,2022,30,28,22,20,268.0,310.7,1626
1983C1020,2022,18,33,26,23,291.5,322.5,1539
1983C1030,2022,9,36,30,25,308.9,341.5,1138
1983C1040,2022,69,18,10,3,174.7,202.0,1755
1983C1050,2022,40,27,20,13,239.5,282.1,1869
1983C1060,2022,29,27,25,18,274.0,300.5,1876
1983C1070,2022,46,28,17,9,220.0,248.6,1773
1983C1080,2022,11,28,34,28,317.7,374.9,2123
1983C1090,2022,32,32,23,14,254.9,278.0,1879
1983C1100,2022,42,28,20,9,233.2,257.2,1417
1983C1110,2022,41,27,21,11,237.0,255.5,1560
1984A0010,2022,20,27,25,27,306.5,333.9,1276
1984A0020,2022,19,26,31,24,307.2,347.5,1515
1984C1010,2022,27,31,23,19,266.8,301.1,2069
1984C1020,2022,50,24,17,9,213.2,247.6,1977
1984C1030,2022,31,29,25,14,263.0,282.5,1115
1984C1040,2022,40,24,19,17,244.3,296.4,1880
1984C1050,2022,21,32,26,21,287.7,322.3,1399
1984C1060,2022,20,27,32,21,300.9,323.4,1757
1984C1070,2022,44,27,17,12,228.2,262.5,899
2021A0010,2022,30,26,27,17,271.9,322.5,1408
2021A0020,2022,36,31,20,14,248.8,383.7,959
2021B2010,2022,29,33,23,15,263.3,291.0,2135
2021C1010,2022,35,32,20,13,250.7,276.3,2209
2023A0010,2022,29,29,25,16,268.9,299.4,1562
2023A0020,2022,20,26,27,26,304.1,391.9,1518
2023A0030,2022,14,26,29,31,320.0,379.8,2029
2023C1010,2022,29,33,22,17,264.0,302.7,1623
2023C1020,2022,26,29,23,22,276.7,321.7,1373
2023C1030,2022,38,25,21,15,244.6,284.3,1969
2026A0010,2022,28,32,22,18,263.7,296.6,1726
2026A0020,2022,24,32,24,20,275.0,307.2,1776
2026B2010,2022,30,34,21,14,254.5,283.3,2006
2026B3010,2022,22,31,24,23,283.1,325.9,1484
2026C1010,2022,18,34,30,19,288.4,319.5,1889
2026C1020,2022,28,34,22,17,265.8,303.3,1528
2029A0010,2022,23,29,25,24,287.5,329.8,1541
2029A0020,2022,25,29,25,21,275.3,314.0,1641
2029B2010,2022,27,30,26,17,268.7,309.4,1629
2029C1010,2022,33,29,26,12,254.8,277.7,1068
2029C1020,2022,25,31,27,17,278.4,300.4,1106
2029C1030,2022,20,35,28,17,275.0,305.3,918
2029C1040,2022,18,27,28,26,304.7,404.8,2595
2029C1050,2022,33,28,23,17,264.4,311.4,2503
2029C1060,2022,22,29,25,25,290.8,345.8,1670
2029C1070,2022,19,26,23,31,306.0,374.7,1278
2031A0010,2022,27,31,25,17,270.6,306.5,2659
2031A0020,2022,36,29,21,15,253.0,287.6,1086
2031C1010,2022,16,27,29,28,314.1,374.2,2179
2031C1020,2022,36,29,20,15,246.0,288.5,1918
2031C1030,2022,36,29,21,14,243.6,276.9,1797
2031C1040,2022,21,28,33,18,294.3,313.8,1382
2034A0010,2022,36,26,24,15,253.2,312.1,1278
2034C1010,2022,24,26,30,21,294.5,316.5,1317
2034C1020,2022,44,30,16,10,225.2,254.4,1693
2034C1030,2022,35,30,21,14,246.8,276.8,1756
2034C1040,2022,24,33,23,21,273.9,306.1,806
2039A0010,2022,29,29,28,14,264.7,282.7,1876
2039A0020,2022,37,29,18,16,245.9,274.8,920
2039A0030,2022,25,28,24,23,283.6,335.2,1144
2039C1010,2022,32,31,22,14,256.5,286.6,2256
2039C1020,2022,23,32,30,15,282.9,301.8,693
2061A0010,2022,20,29,26,25,293.3,332.7,1582
2061A0020,2022,17,32,27,24,294.5,332.6,1622
2061A0030,2022,20,30,27,24,296.1,1521.0,962
2061B2010,2022,24,30,25,21,281.0,304.8,1087
2061C1010,2022,30,32,24,15,260.9,284.4,1458
2061C1020,2022,41,32,17,11,234.9,255.0,1374
2061C1030,2022,32,33,21,14,253.1,273.7,1087
2061C1040,2022,26,30,26,17,273.7,297.2,1666
2062A0010,2022,22,34,26,17,278.3,318.4,1700
2062A0020,2022,19,31,27,22,291.7,327.6,947
2062A0030,2022,29,30,24,18,270.0,309.2,1972
2062B2010,2022,24,36,26,14,272.3,304.1,1300
2062C1010,2022,19,32,30,19,290.2,316.4,1781
2062C1020,2022,19,31,30,20,292.4,337.1,2231
2062C1030,2022,36,28,22,14,247.6,303.6,1536
2062C1040,2022,27,34,25,14,269.2,316.0,1275
2062C1050,2022,34,26,21,19,263.4,303.6,2186
2062C1060,2022,16,30,32,23,303.2,338.4,1542
2062C1070,2022,37,30,17,16,244.1,291.8,1664
2062C1080,2022,19,28,27,25,297.7,356.4,2312
2080A0010,2022,15,31,28,25,304.1,354.2,1821
2080A0020,2022,15,25,32,28,318.2,402.9,2091
2080A0030,2022,15,34,28,22,292.8,329.3,1756
2080A0040,2022,19,33,26,22,286.2,318.2,1331
2080A0050,2022,26,33,25,16,266.0,304.1,1554
2080A0060,2022,26,30,24,20,272.4,318.5,1118
2080B2010,2022,27,30,26,16,272.4,296.6,1118
2080B2020,2022,24,29,28,19,282.0,308.8,946
2080B3010,2022,31,31,20,18,259.8,294.3,2023
2080B4010,2022,26,29,27,19,279.1,309.8,1924
2080B5010,2022,28,31,27,14,268.8,289.4,1898
2080C1010,2022,18,24,31,27,318.0,350.7,1372
2080C1020,2022,21,26,28,25,303.6,367.9,1421
2080C1030,2022,17,36,29,18,285.4,317.2,2924
2080C1040,2022,20,30,28,23,294.4,357.5,2395
2080C1050,2022,5,31,32,32,325.3,392.2,1236
2080C1060,2022,31,30,25,15,261.5,287.5,2055
2080C1070,2022,28,29,25,18,269.4,310.0,1815
2080C1080,2022,21,32,24,23,282.1,336.9,1647
2080C1090,2022,45,29,14,12,220.8,272.1,1490
2080C1100,2022,15,31,33,21,300.0,324.5,1679
2080C1110,2022,44,24,19,14,231.5,270.6,1606
2080C1120,2022,15,27,28,30,320.5,354.2,1647
2080C1130,2022,20,26,28,26,304.2,347.9,1613
2080C1140,2022,31,24,23,22,271.9,325.7,1373
2080C1150,2022,23,25,27,26,300.2,347.0,1053
2080C1160,2022,23,28,27,23,289.2,354.6,1139
2080C1170,2022,16,26,27,30,322.5,370.2,1136
2080C1180,2022,18,21,25,36,335.5,431.9,1443
2080C1190,2022,20,24,29,27,309.8,343.4,1601
2080C1200,2022,6,23,37,33,347.4,403.3,1499
2080C1210,2022,53,27,14,5,207.5,228.2,1723
2080C1220,2022,16,18,25,41,357.2,529.7,1403
2080C1230,2022,15,38,30,17,281.6,307.2,1166
2080C1240,2022,58,24,14,4,198.9,221.7,1957
2080C1250,2022,19,35,27,19,283.1,320.6,1004
2080C1260,2022,22,22,32,25,305.8,340.2,2269
2081A0010,2022,22,25,29,24,296.2,325.8,782
2081A0020,2022,22,27,27,24,295.0,327.5,2501
2081A0030,2022,11,25,30,34,338.0,403.2,2109
2081B2010,2022,18,27,32,23,304.7,338.0,1104
2081C1010,2022,24,33,24,18,276.4,305.2,1779
2081C1020,2022,21,29,28,22,294.0,337.1,1555
2081C1030,2022,19,30,29,22,294.6,323.3,2115
2081C1040,2022,22,33,28,17,276.6,304.3,1815
2081C1050,2022,25,32,22,20,273.2,304.1,1746
2081C1060,2022,21,27,28,24,296.4,327.9,2196
2081C1070,2022,57,20,15,8,198.5,226.4,2048
2081C1080,2022,38,29,20,14,245.9,270.2,2292
2081C1090,2022,25,26,27,22,290.6,321.7,1849
2081C1100,2022,35,30,22,13,252.1,270.9,2070
2081C1110,2022,24,27,27,21,286.6,324.9,1867
2081C1120,2022,55,20,15,11,196.6,239.9,1864
2081C1130,2022,36,29,19,16,249.6,280.7,1587
2081C1140,2022,76,14,6,3,154.3,174.2,2450
2081C1150,2022,46,24,20,10,226.3,243.5,1882
2081C1160,2022,31,29,25,15,264.4,300.1,1681
2081C1170,2022,44,24,16,15,231.0,267.1,2347
2081C1180,2022,66,21,10,3,175.0,196.5,2417
2081C1190,2022,17,32,28,23,301.6,341.9,1755
2081C1200,2022,24,33,25,18,277.6,304.9,1846
2081C1210,2022,24,31,26,19,278.3,307.3,2378
2081C1220,2022,15,30,28,28,309.5,338.9,1771
2081C1230,2022,26,33,23,18,274.2,298.7,1583
2082A0010,2022,21,30,30,20,291.0,328.5,1299
2082A0020,2022,16,30,29,24,303.2,332.2,919
2082A0030,2022,24,30,25,21,282.8,310.0,2249
2082B2010,2022,23,28,31,18,288.5,307.6,873
2082B2020,2022,19,32,28,22,291.3,322.8,1101
2082C1010,2022,41,28,17,14,237.1,273.0,1752
2082C1020,2022,21,31,28,21,283.9,308.9,1311
2082C1030,2022,30,31,21,17,257.1,287.9,1665
2083A0010,2022,28,26,22,23,278.4,310.5,1053
2083A0020,2022,31,31,24,14,257.0,281.4,1113
2083A0030,2022,36,30,21,13,242.3,273.5,915
2083A0040,2022,18,29,28,24,299.1,363.3,1360
2083A0050,2022,26,28,24,22,275.9,324.1,1611
2083B2010,2022,35,31,20,14,247.4,270.5,1564
2083C1010,2022,34,28,22,16,252.3,284.6,2026
2083C1020,2022,38,26,19,16,238.2,284.3,2044
2083C1030,2022,30,29,23,18,266.2,299.4,1826
2083C1040,2022,39,26,21,13,245.7,276.1,1770
2084A0010,2022,20,25,29,27,306.8,386.0,1423
2084A0020,2022,16,27,31,25,309.5,332.8,1985
2084A0030,2022,28,28,22,22,273.9,314.2,1286
2084B2010,2022,36,28,21,14,252.4,272.9,1094
2084C1010,2022,54,22,14,11,204.7,232.8,1195
2084C1020,2022,56,23,15,5,199.1,217.6,1333
2084C1030,2022,21,32,28,20,285.9,332.9,2090
2084C1040,2022,43,26,20,11,231.7,257.1,1983
2084C1050,2022,40,25,20,16,242.3,272.9,2238
2084C1060,2022,28,28,24,20,275.4,313.6,2192
2084C1070,2022,37,25,20,17,248.2,272.6,1939
2084C1080,2022,11,29,32,27,322.5,353.0,1389
2084C1090,2022,22,30,29,18,288.1,310.2,2487
2085A0010,2022,22,34,28,16,276.4,302.0,1210
2085A0020,2022,34,30,23,13,253.2,276.8,691
2085A0030,2022,25,34,25,16,267.7,296.0,1133
2085A0040,2022,17,28,29,25,305.2,356.4,2291
2085B2010,2022,39,29,20,12,241.4,262.4,1528
2085B2020,2022,36,29,22,13,251.6,274.7,1028
2085B2030,2022,26,32,25,17,269.3,294.0,834
2085B3010,2022,26,31,25,18,272.2,307.4,793
2085B3020,2022,34,32,20,15,245.1,274.4,1179
2085C1010,2022,19,27,28,26,304.2,331.7,1715
2085C1020,2022,12,31,31,25,309.9,361.2,1856
2085C1030,2022,51,20,18,11,210.6,248.5,1984
2085C1040,2022,31,26,25,18,268.1,301.7,1545
2085C1050,2022,36,27,26,11,249.7,268.6,1329
2085C1060,2022,44,26,18,12,227.7,256.7,1677
2085C1070,2022,40,29,20,11,237.2,263.2,1088
2085C1080,2022,65,19,9,7,181.2,211.2,1824
2085C1090,2022,34,28,22,16,257.1,288.2,2205
2101A0010,2022,20,33,26,21,283.9,319.6,774
2101A0020,2022,27,28,26,19,272.1,298.4,1890
2101C1010,2022,39,29,20,12,240.5,277.0,1637
2101C1020,2022,38,27,21,13,247.1,267.6,1469
2104A0010,2022,20,30,29,21,292.5,327.3,1913
2104A0020,2022,15,25,32,27,316.3,346.6,1026
2104C1010,2022,23,34,27,16,273.6,293.8,1839
2104C1020,2022,42,28,20,10,231.9,252.1,2139
2104C1030,2022,36,26,24,14,253.2,289.4,2471
2121A0010,2022,26,30,26,18,274.5,320.5,1609
2121A0020,2022,24,34,25,16,267.6,308.4,2128
2121B2010,2022,34,29,22,15,250.4,310.0,1459
2121B2020,2022,45,25,18,11,225.4,261.7,1453
2121C1010,2022,35,33,21,11,246.9,293.8,2454
2121C1020,2022,26,33,32,10,275.8,284.0,803
2121C1030,2022,38,30,23,10,241.2,277.6,1645
2132A0010,2022,34,31,23,13,257.0,285.8,1911
2132A0020,2022,31,32,23,15,254.5,290.2,1700
2132A0030,2022,24,31,28,17,284.4,311.5,911
2132A0040,2022,29,29,23,18,277.7,309.8,943
2132A0050,2022,32,29,25,13,259.6,290.1,1211
2132B2010,2022,40,30,19,11,237.1,265.0,1291
2132C1010,2022,43,29,17,11,225.7,255.5,1397
2161A0010,2022,24,28,27,21,284.9,316.9,1628
2161A0020,2022,22,34,22,22,275.8,330.4,1043
2161A0030,2022,35,30,22,14,253.2,278.0,1758
2161A0040,2022,29,28,25,19,271.4,318.1,942
2161A0050,2022,29,29,23,19,262.1,299.0,1688
2161B2010,2022,33,28,23,17,256.7,299.6,1618
2161B3010,2022,33,30,23,13,254.3,286.2,1546
2161C1010,2022,32,27,26,15,263.2,289.5,1045
2161C1020,2022,25,29,26,20,281.4,318.0,1647
2161C1030,2022,51,24,17,8,211.0,242.0,1763
2161C1040,2022,43,26,20,12,234.2,264.5,1444
2161C1050,2022,27,28,26,19,273.1,307.4,1526
2161C1060,2022,23,33,25,19,280.3,315.8,944
2180A0010,2022,19,32,30,19,291.0,341.2,1208
2180A0020,2022,13,28,32,27,321.7,361.8,1882
2180A0030,2022,13,30,27,31,315.6,364.4,2275
2180A0040,2022,21,28,24,27,296.9,340.6,858
2180B2010,2022,27,32,24,17,269.8,293.2,1715
2180B3010,2022,27,29,25,19,268.8,334.1,1494
2180B4010,2022,11,27,35,28,324.9,372.2,1123
2180B5010,2022,41,28,16,15,233.2,262.3,939
2180C1010,2022,27,25,25,23,286.4,321.6,1727
2180C1020,2022,12,26,30,32,323.2,359.9,1872
2180C1030,2022,18,28,36,19,301.2,320.4,1511
2180C1040,2022,23,31,28,18,282.6,307.4,1254
2180C1050,2022,11,29,34,27,316.9,349.9,1909
2180C1060,2022,37,31,22,10,243.3,269.6,2210
2180C1070,2022,8,24,31,37,343.0,388.8,2085
2180C1080,2022,77,17,5,1,156.7,170.7,2535
2180C1090,2022,40,23,22,15,245.1,271.2,1776
2180C1100,2022,9,24,32,35,341.9,376.8,1689
2180C1110,2022,39,25,23,13,241.1,271.5,2374
2180C1120,2022,15,26,32,27,316.7,357.7,937
2180C1130,2022,19,21,31,29,317.0,348.6,1504
2180C1140,2022,27,29,27,18,275.9,305.3,1666
2180C1150,2022,25,38,23,14,262.5,286.2,1859
2180C1160,2022,33,23,24,19,273.8,304.2,1845
2180C1170,2022,19,36,31,15,278.4,296.8,1939
2180C1180,2022,40,29,20,11,237.0,257.7,1978
2180C1190,2022,24,24,25,28,301.1,340.0,1984
2180C1200,2022,32,19,18,31,289.2,396.4,2288
2180C1210,2022,9,30,33,28,314.6,351.0,2009
2180C1220,2022,29,27,24,20,272.2,331.6,1930
2180C1230,2022,36,24,21,19,253.5,305.3,2327
2180C1240,2022,43,27,19,11,231.0,255.2,2084
2180C1250,2022,37,28,21,13,246.4,269.6,1949
2180C1260,2022,13,35,33,19,297.2,325.9,1624
2180C1270,2022,32,29,21,19,262.9,304.8,1433
2180C1280,2022,39,27,20,13,240.0,259.9,2006
2180C1290,2022,25,24,25,26,297.1,338.8,1279
2180C1300,2022,21,20,27,31,318.9,364.2,1848
2180C1310,2022,45,26,19,10,226.0,251.7,2220
2180C1320,2022,8,23,34,34,347.7,386.6,2348
2180C1330,2022,22,23,27,28,308.3,344.8,1591
2180C1340,2022,65,19,11,5,181.3,205.2,1998
2180C1350,2022,22,30,28,20,286.1,315.6,1839
2180C1360,2022,37,21,18,24,262.5,318.1,2610
2180C1370,2022,44,28,17,11,225.3,260.7,1743
2180C1380,2022,37,29,21,13,252.4,277.1,2015
2180C1390,2022,73,17,7,3,168.4,189.7,2902
2180C1400,2022,16,36,29,19,286.1,289.8,2047
2180C1410,2022,43,27,20,11,229.5,257.1,2468
2180C1420,2022,23,29,26,23,284.9,327.4,2421
2180C1430,2022,11,21,34,34,343.1,390.6,3097
2180C1440,2022,13,28,36,23,308.5,342.2,2199
2180C1450,2022,10,24,39,27,325.5,361.0,2018
2180C1460,2022,6,16,29,49,390.6,854.0,1650
2181A0010,2022,30,29,22,19,263.8,300.2,1220
2181A0020,2022,13,26,30,31,325.7,359.7,1136
2181A0030,2022,24,31,25,20,281.3,317.9,940
2181A0040,2022,13,28,32,28,318.3,368.1,1949
2181A0050,2022,23,27,27,23,294.8,320.2,1525
2181B2010,2022,39,27,21,12,240.6,281.9,1078
2181B2020,2022,22,29,29,20,290.9,309.6,1477
2181B2030,2022,23,29,29,19,287.4,335.5,1124
2181B3010,2022,22,32,25,21,281.7,311.4,1849
2181B4010,2022,24,27,29,20,289.2,309.9,1065
2181C1010,2022,11,26,29,33,330.3,379.1,2326
2181C1020,2022,16,26,28,30,314.5,351.3,1732
2181C1030,2022,50,28,14,8,212.3,234.9,1825
2181C1040,2022,17,33,28,22,291.3,318.2,1916
2181C1050,2022,76,14,6,4,147.8,175.8,1286
2181C1060,2022,15,30,31,24,304.0,353.6,1325
2181C1070,2022,79,14,5,2,154.7,171.7,1855
2181C1080,2022,46,24,16,15,228.6,263.1,1161
2181C1090,2022,19,27,30,24,301.4,327.1,2085
2181C1100,2022,25,25,28,23,295.5,317.6,1850
2181C1110,2022,45,23,18,14,221.7,262.8,1102
2181C1120,2022,40,28,17,15,232.5,271.1,1018
2181C1130,2022,37,29,19,15,244.7,275.6,2318
2181C1140,2022,67,17,10,6,172.7,203.2,1290
2181C1150,2022,14,26,28,31,328.8,414.6,2133
2182A0010,2022,29,32,23,16,268.3,301.3,1395
2182A0020,2022,24,29,26,21,282.5,324.7,1514
2182A0030,2022,20,29,26,26,296.9,345.7,2702
2182B2010,2022,31,31,22,16,264.7,291.1,1059
2182B2020,2022,25,31,26,17,273.3,302.9,1251
2182B3010,2022,41,27,19,13,242.6,255.3,1847
2182B4010,2022,28,31,27,14,265.0,292.6,1119
2182C1010,2022,29,29,25,18,267.8,292.2,1896
2182C1020,2022,19,30,29,22,296.0,322.6,1472
2182C1030,2022,23,31,25,21,283.8,314.9,1360
2182C1040,2022,45,24,18,13,230.9,276.5,1975
2182C1050,2022,18,27,32,23,310.5,342.0,1546
2182C1060,2022,69,19,9,3,172.7,194.1,1364
2182C1070,2022,48,26,16,10,219.0,254.3,2199
2182C1080,2022,22,31,30,16,278.7,319.7,893
2182C1090,2022,44,29,18,9,229.7,255.1,1451
2183A0010,2022,22,32,29,17,283.8,314.0,867
2183A0020,2022,23,30,26,21,282.6,342.1,1765
2183A0030,2022,19,31,27,23,289.0,332.5,949
2183A0040,2022,19,31,29,21,291.8,327.6,1800
2183A0050,2022,23,32,26,18,278.8,311.7,1251
2183A0060,2022,25,31,24,20,274.9,334.5,1901
2183B2010,2022,44,27,17,13,230.0,265.2,914
2183B2020,2022,39,31,20,11,242.6,277.8,1256
