deso,year,Quartile 1,Quartile 2,Quartile 3,Quartile 4,Median value,Mean value,total
0380C2100,2022,50,31,15,5,214.1,227.0,2383
0380C2110,2022,26,28,27,18,281.0,304.6,1529
0380C2120,2022,31,30,25,14,261.1,281.6,838
0380C2130,2022,25,31,28,16,272.4,305.0,1007
0380C2140,2022,30,29,24,17,266.8,296.1,2207
0380C2150,2022,47,31,15,7,216.0,247.5,1599
0380C2160,2022,34,30,23,12,254.0,284.0,1166
0380C2170,2022,4,18,37,42,368.6,395.3,1001
0380C2180,2022,21,28,30,21,294.7,320.7,1406
0380C2190,2022,7,17,37,39,365.8,408.9,929
0380C2200,2022,37,31,22,10,245.3,268.7,1974
0380C2210,2022,9,14,36,40,363.4,420.4,1535
0381A0010,2022,16,26,26,31,318.4,365.8,2378
0381A0020,2022,17,22,25,37,338.0,415.2,1114
0381A0030,2022,11,24,29,35,342.3,386.1,921
0381A0040,2022,15,29,27,28,316.1,361.3,994
0381A0050,2022,12,26,32,30,324.8,412.5,2036
0381A0060,2022,13,26,31,30,319.0,366.1,1407
0381A0070,2022,18,24,28,30,312.9,349.4,2423
0381A0080,2022,16,28,30,26,309.8,355.4,1704
0381A0090,2022,26,31,23,20,271.2,311.7,1926
0381B2010,2022,18,29,33,20,300.8,335.0,1994
0381B3010,2022,10,24,33,33,338.3,423.7,2178
0381B4010,2022,18,31,28,23,296.2,337.1,1197
0381B5010,2022,19,34,27,20,285.1,356.4,964
0381C1010,2022,14,26,33,27,316.6,370.1,1937
0381C1020,2022,14,27,29,29,316.8,365.3,2320
0381C1030,2022,28,26,23,23,278.7,348.3,2125
0381C1040,2022,20,29,29,21,292.6,337.7,2622
0381C1050,2022,36,27,22,15,252.0,282.1,2798
0381C1060,2022,30,27,23,21,271.5,317.7,1843
0381C1070,2022,51,24,17,8,211.1,234.0,2267
0381C1080,2022,21,25,31,23,301.4,330.0,2230
0381C1090,2022,34,26,24,16,266.1,290.1,1949
0381C1100,2022,47,25,16,12,221.3,257.3,1786
0381C1110,2022,41,31,19,9,232.3,256.3,1741
0381C1120,2022,52,26,16,6,208.5,228.0,2232
0382A0010,2022,23,29,31,18,286.7,320.7,1890
0382A0020,2022,24,24,25,27,297.9,374.8,1389
0382A0030,2022,19,31,27,23,289.9,347.3,1133
0382A0040,2022,21,27,26,26,298.4,341.2,1397
0382A0050,2022,25,27,24,24,283.9,342.9,1541
0382B2010,2022,20,29,32,19,297.2,311.1,1007
0382B2020,2022,36,27,20,17,248.4,279.8,1782
0382B3010,2022,19,36,28,17,282.3,317.7,1664
0382B3020,2022,26,31,30,14,274.1,301.9,1086
0382B4010,2022,24,30,25,20,279.3,311.4,1280
0382B4020,2022,27,33,23,18,264.6,293.5,1321
0382B5010,2022,22,27,26,25,294.2,332.3,1615
0382C1010,2022,28,26,24,21,280.8,308.6,2122
0382C1020,2022,15,29,32,24,309.5,331.4,1451
0382C1030,2022,28,24,25,23,282.9,324.4,1447
0428A0010,2022,31,28,26,14,262.9,295.0,1185
0428A0020,2022,16,36,28,19,288.9,346.8,1320
0428A0030,2022,23,30,24,23,282.3,344.2,1822
0428C1010,2022,19,37,28,15,278.1,308.2,899
0428C1020,2022,59,23,12,5,188.1,212.0,1449
0428C1030,2022,39,29,18,14,242.5,272.1,2211
0461A0010,2022,16,25,29,31,319.0,371.5,1021
0461A0020,2022,21,33,29,18,282.0,345.1,1413
0461A0030,2022,28,32,23,17,261.4,308.6,898
0461A0040,2022,20,27,26,26,297.4,390.6,1633
0461C1010,2022,41,29,19,11,235.0,259.4,2052
0461C1020,2022,25,27,27,21,288.1,312.2,1771
0461C1030,2022,13,29,29,28,314.9,343.8,877
0461C1040,2022,19,28,32,21,298.8,323.8,1773
0480A0010,2022,19,21,32,28,320.1,348.9,804
0480A0020,2022,22,29,28,20,288.4,366.9,1191
0480A0030,2022,11,21,33,35,340.8,438.5,1496
0480A0040,2022,21,29,28,22,291.9,327.3,1308
0480A0050,2022,11,35,25,29,306.3,422.7,1309
0480A0060,2022,22,27,27,24,296.8,340.2,1064
0480A0070,2022,22,28,27,23,292.7,332.2,2223
0480A0080,2022,23,29,24,24,287.3,419.7,1874
0480A0090,2022,19,28,29,24,297.9,347.7,1428
0480B2010,2022,11,36,29,24,298.0,361.0,1180
0480B2020,2022,14,35,28,22,292.4,326.0,1303
0480B3010,2022,15,34,33,18,294.8,324.7,1981
0480B4010,2022,29,27,25,19,259.3,318.7,948
0480C1010,2022,30,28,25,17,271.8,299.2,3351
0480C1020,2022,17,32,34,18,297.9,315.3,1489
0480C1030,2022,23,27,30,20,292.9,315.0,1151
0480C1040,2022,24,25,27,23,295.0,343.6,2406
0480C1050,2022,25,23,22,30,301.2,369.3,1893
0480C1060,2022,32,23,23,22,272.9,326.3,2894
0480C1070,2022,27,26,22,25,284.7,324.9,2254
0480C1080,2022,21,26,29,24,298.7,340.2,1365
0480C1090,2022,13,27,34,26,317.1,351.5,2277
0480C1100,2022,25,24,28,23,295.7,329.5,1611
0480C1110,2022,25,24,24,27,296.0,350.4,2170
0480C1120,2022,35,26,21,18,257.7,302.2,2124
0480C1130,2022,28,24,24,25,287.4,339.5,1619
0480C1140,2022,34,23,22,21,265.3,309.3,2370
0480C1150,2022,57,21,14,8,191.8,224.0,2341
0480C1160,2022,72,17,8,4,173.2,193.2,2366
0480C1170,2022,50,29,15,6,214.3,242.9,962
0480C1180,2022,22,31,28,20,287.3,312.4,1745
0480C1190,2022,18,28,30,24,303.7,331.1,2743
0481C1010,2022,20,25,28,27,305.8,352.5,1984
0481C1020,2022,46,26,18,10,224.5,249.0,1996
0481C1030,2022,16,32,30,22,300.2,351.8,1684
0481C1040,2022,51,25,17,7,211.1,235.9,1716
0481C1050,2022,44,31,17,7,225.8,247.4,1381
0481C1060,2022,20,37,26,17,277.1,310.0,1682
0481C1070,2022,11,29,33,27,311.4,365.4,1503
0482A0010,2022,24,25,25,26,299.4,357.9,1595
0482A0020,2022,26,28,24,22,280.3,334.8,1663
0482A0030,2022,21,29,29,21,291.0,337.8,1627
0482B2010,2022,40,25,20,15,241.2,268.9,2095
0482B3010,2022,45,27,18,10,226.0,248.8,1612
0482C1010,2022,27,34,26,13,263.8,286.0,992
0482C1020,2022,65,21,11,4,177.0,203.1,2310
0482C1030,2022,42,26,17,15,234.1,268.4,1235
0482C1040,2022,32,31,20,17,254.6,288.9,1856
0482C1050,2022,26,28,26,21,287.9,391.7,800
0483A0010,2022,24,30,22,24,280.0,338.9,1441
0483A0020,2022,19,28,30,23,298.5,356.1,1714
0483A0030,2022,13,23,27,38,342.0,401.7,923
0483A0040,2022,23,29,24,24,286.3,347.8,1762
0483A0050,2022,21,33,26,20,284.2,320.1,1650
0483A0060,2022,27,30,23,20,271.2,312.8,1271
0483B2010,2022,27,38,21,14,254.1,292.1,1461
0483C1010,2022,13,31,28,28,308.2,376.1,1088
0483C1020,2022,43,23,17,17,233.1,294.4,1558
0483C1030,2022,28,26,27,19,281.6,319.1,1700
0483C1040,2022,22,30,29,20,287.0,341.8,1793
0483C1050,2022,54,24,16,7,201.9,225.8,1590
0483C1060,2022,12,31,33,24,304.1,344.8,2308
0483C1070,2022,9,28,33,30,328.2,375.1,1022
0483C1080,2022,44,27,18,10,229.1,256.3,2213
0483C1090,2022,52,23,16,8,203.9,230.4,1768
0483C1100,2022,51,28,14,7,211.9,236.7,1740
0483C1110,2022,49,27,14,9,216.4,244.3,2320
0483C1120,2022,47,27,18,8,221.3,249.8,1502
0483C1130,2022,51,27,15,7,210.7,233.8,1732
0483C1140,2022,34,29,21,15,254.8,274.5,1632
0484A0010,2022,17,29,31,24,304.5,361.8,1605
0484A0020,2022,18,26,30,26,307.7,349.2,921
0484A0030,2022,25,34,22,18,268.6,311.5,1551
0484A0040,2022,19,29,28,24,295.1,331.7,1361
0484A0050,2022,19,29,27,25,297.7,343.3,2206
0484A0060,2022,15,29,31,26,309.9,350.0,2548
0484A0070,2022,13,31,32,25,308.2,348.0,1442
0484B2010,2022,10,22,30,37,351.1,400.9,1527
0484B3010,2022,15,36,31,17,286.9,311.9,1312
0484B4010,2022,11,25,36,28,330.3,360.8,1231
0484B5010,2022,27,30,24,19,272.0,307.7,929
0484C1010,2022,11,29,36,24,314.8,382.4,1350
0484C1020,2022,15,26,31,28,321.1,362.2,1639
0484C1030,2022,11,27,32,30,326.5,362.4,2699
0484C1040,2022,12,33,34,21,306.1,341.3,1845
0484C1050,2022,72,18,7,3,170.2,186.2,1933
0484C1060,2022,29,25,23,23,281.6,329.9,1633
0484C1070,2022,63,21,10,6,187.8,221.1,2034
0484C1080,2022,79,17,4,1,162.6,176.0,1594
0484C1090,2022,71,17,8,3,170.5,188.7,2110
0484C1100,2022,78,16,5,1,152.3,170.6,1366
0484C1110,2022,64,20,11,5,181.3,209.2,2093
0484C1120,2022,46,25,18,12,224.7,260.9,1466
0484C1130,2022,34,24,26,16,265.0,291.3,1828
0484C1140,2022,25,35,27,14,267.8,287.8,1703
0484C1150,2022,39,28,18,16,237.4,283.7,1422
0484C1160,2022,12,24,33,31,332.6,387.6,1976
0484C1170,2022,20,31,26,23,289.3,319.8,1569
0484C1180,2022,37,25,21,17,254.7,285.0,1612
0484C1190,2022,60,20,13,7,189.4,218.4,1415
0484C1200,2022,39,29,21,10,240.1,263.9,1526
0484C1210,2022,31,28,25,15,264.7,287.3,1953
0484C1220,2022,60,22,14,4,192.2,209.7,1973
0484C1230,2022,42,26,18,14,234.5,271.1,1031
0484C1240,2022,29,25,22,23,277.4,328.3,1620
0484C1250,2022,13,24,32,30,325.2,350.8,1425
0484C1260,2022,27,26,27,21,284.4,325.3,1563
0484C1270,2022,29,25,22,23,277.0,311.9,1620
0484C1280,2022,19,31,31,19,292.8,320.4,1832
0484C1290,2022,35,31,23,11,252.2,276.8,1474
0484C1300,2022,20,29,30,20,293.7,321.6,2046
0484C1310,2022,35,31,21,13,247.1,272.1,1667
0484C1320,2022,50,24,16,9,212.9,240.9,2107
0484C1330,2022,44,26,18,12,232.9,257.3,1875
0484C1340,2022,31,28,25,16,266.6,297.4,3176
0484C1350,2022,33,28,23,15,251.2,282.5,2082
0484C1360,2022,64,24,8,3,185.4,199.2,1391
0484C1370,2022,74,16,7,3,160.3,179.7,1348
0484C1380,2022,20,28,30,22,294.8,333.9,1758
0484C1390,2022,55,27,10,8,199.3,227.3,1574
0484C1400,2022,17,33,28,22,292.6,321.9,1739
0484C1410,2022,45,24,19,12,225.2,255.2,1616
0484C1420,2022,17,35,29,19,286.2,313.5,1601
0484C1430,2022,53,20,15,12,207.3,243.4,1848
0484C1440,2022,12,35,33,20,298.0,349.8,2085
0484C1450,2022,31,34,23,12,254.2,281.7,1582
0484C1460,2022,33,33,20,14,249.7,278.3,1814
0484C1470,2022,22,34,26,18,277.6,306.2,1711
0484C1480,2022,54,23,15,8,205.9,231.7,1492
0484C1490,2022,15,23,31,30,325.0,389.6,2832
0484C1500,2022,27,23,26,24,292.0,351.8,2822
0486A0010,2022,8,21,35,36,351.4,519.2,2245
0486A0020,2022,18,28,26,29,304.0,384.0,778
0486A0030,2022,16,29,27,28,306.9,375.2,1126
0486A0040,2022,14,26,27,33,334.8,410.4,1382
0486A0050,2022,16,29,28,27,311.3,335.2,989
0486A0060,2022,20,27,25,28,305.5,390.7,732
0486A0070,2022,16,23,30,31,315.9,673.4,1528
0486A0080,2022,16,24,29,31,323.3,267.8,1355
0486B2010,2022,17,23,24,36,326.9,414.2,1342
0486B2020,2022,25,28,25,23,285.6,337.0,1488
0486B2030,2022,12,20,31,38,353.1,429.6,1575
0486B3010,2022,28,27,28,17,276.3,303.2,1518
0486B3020,2022,19,32,33,16,290.8,305.1,1548
0486B4010,2022,14,25,29,31,322.5,399.7,1329
0486B4020,2022,22,28,28,22,292.0,394.9,1029
0486C1010,2022,29,27,27,17,277.2,292.6,1386
0486C1020,2022,19,28,32,21,297.4,327.9,1860
0486C1030,2022,23,27,26,24,291.6,324.6,2050
0486C1040,2022,44,23,19,14,230.4,267.7,1781
0486C1050,2022,22,25,23,30,300.9,340.8,1797
0486C1060,2022,34,30,20,17,250.6,297.0,1724
0486C1070,2022,23,22,20,35,318.4,380.7,1727
0486C1080,2022,31,19,22,27,291.1,384.7,2515
0486C1090,2022,24,24,27,25,301.6,339.9,3065
0488A0010,2022,14,26,28,32,323.5,413.2,1572
0488A0020,2022,13,22,30,34,338.4,389.5,1065
0488B2010,2022,30,31,24,14,258.8,284.8,1768
0488B2020,2022,12,33,32,23,303.1,335.4,1288
0488B2030,2022,19,37,23,21,281.1,313.7,1077
0488C1010,2022,19,18,22,41,343.7,421.7,2423
0488C1020,2022,14,21,27,39,348.4,460.6,1811
0488C1030,2022,16,25,29,29,318.9,352.4,3569
0509A0010,2022,29,24,27,21,283.5,333.3,1239
0509A0020,2022,23,29,24,24,287.2,338.1,1326
0509C1010,2022,35,28,24,13,248.7,276.0,1107
0509C1020,2022,38,30,18,14,243.7,274.2,1571
0512A0010,2022,26,27,26,21,281.8,307.0,1232
0512A0020,2022,23,27,25,24,291.6,405.4,1493
0512C1010,2022,45,24,22,9,222.2,251.8,896
0513A0010,2022,21,26,28,24,299.5,334.4,1092
0513A0020,2022,29,29,22,21,275.5,315.2,1419
0513A0030,2022,16,25,29,30,314.6,396.8,1258
0513B2010,2022,18,34,28,20,287.7,324.3,1152
0513B2020,2022,26,30,26,18,276.0,301.3,1239
0513C1010,2022,34,26,25,14,255.6,294.6,1369
0513C1020,2022,53,23,15,9,205.6,242.1,878
0513C1030,2022,24,33,26,17,273.4,324.9,1564
0560A0010,2022,22,29,26,23,289.9,351.0,2100
0560C1010,2022,30,30,26,15,267.4,284.5,1904
0560C1020,2022,32,35,21,13,250.9,286.4,1461
0561A0010,2022,32,32,23,14,254.5,282.6,1132
0561A0020,2022,18,27,30,24,303.9,411.1,896
0561A0030,2022,18,29,32,21,299.4,338.4,932
0561B2010,2022,13,35,29,23,298.9,331.6,1177
0561C1010,2022,38,29,18,15,242.4,271.7,1341
0561C1020,2022,33,27,19,20,260.3,320.2,1278
0561C1030,2022,14,34,30,22,296.5,340.6,1721
0561C1040,2022,39,29,22,11,235.9,259.2,1433
0561C1050,2022,28,36,21,15,254.9,286.4,1513
0562A0010,2022,24,35,25,17,273.9,301.2,973
0562A0020,2022,19,30,27,24,295.6,330.2,1400
0562A0030,2022,12,30,34,25,310.2,347.3,1664
0562A0040,2022,24,35,23,18,268.9,299.0,988
0562A0050,2022,26,30,24,19,275.6,330.0,1523
0562A0060,2022,29,25,23,22,278.6,310.3,1128
0562C1010,2022,16,30,31,23,304.9,330.9,1602
0562C1020,2022,37,30,21,12,246.5,264.6,1438
0562C1030,2022,49,25,16,10,215.7,242.6,2040
0562C1040,2022,33,27,21,19,261.1,289.5,1624
0562C1050,2022,28,29,24,18,268.1,298.1,1425
0562C1060,2022,32,26,25,17,265.3,294.9,1784
0562C1070,2022,33,30,23,13,259.7,278.8,1896
0562C1080,2022,33,26,23,17,263.9,283.5,2135
0563A0010,2022,28,29,23,20,270.0,323.3,909
0563A0020,2022,25,28,22,25,284.3,344.6,773
0563A0030,2022,23,31,27,19,285.1,325.7,1852
0563B2010,2022,31,35,23,10,253.5,271.6,1085
0563C1010,2022,41,30,15,13,232.8,266.9,1682
0563C1020,2022,35,31,20,13,246.5,284.0,1244
0580A0010,2022,18,27,27,29,311.9,357.2,2512
0580A0020,2022,11,23,30,36,333.8,430.6,1998
0580A0030,2022,9,22,34,35,344.9,387.7,1943
0580A0040,2022,14,24,30,31,327.0,390.6,777
0580A0050,2022,15,22,32,31,324.3,379.5,1882
0580A0060,2022,13,24,33,30,329.9,367.8,1792
0580A0070,2022,12,27,31,30,326.0,364.1,1375
0580A0080,2022,10,32,32,27,311.4,358.3,1031
0580A0090,2022,11,18,34,37,349.5,450.6,1624
0580A0100,2022,13,29,30,28,314.2,396.4,1325
0580A0110,2022,12,25,27,36,337.7,397.3,1125
0580A0120,2022,14,24,32,30,327.0,368.5,1164
0580A0130,2022,18,23,28,31,330.9,411.6,892
0580B2010,2022,8,19,29,45,368.8,450.7,1401
0580B2020,2022,14,24,34,28,320.9,353.3,1798
0580B2030,2022,15,29,25,31,311.9,383.1,1751
0580B2040,2022,17,33,30,21,292.5,325.6,1609
0580B2050,2022,16,26,30,28,316.9,343.2,2136
0580B3010,2022,13,31,30,26,308.6,342.0,1838
0580B3020,2022,13,24,34,28,319.3,352.0,1427
0580B4010,2022,12,33,34,21,302.4,331.7,1731
0580B4020,2022,11,29,32,27,314.8,353.0,1282
0580B5010,2022,6,16,33,46,385.3,464.2,2946
0580B6010,2022,8,27,37,28,326.4,399.0,1216
0580B6020,2022,12,34,31,23,299.2,337.4,2265
0580C1010,2022,10,20,35,35,345.7,387.3,2281
0580C1020,2022,10,23,37,30,333.9,387.8,2306
0580C1030,2022,26,32,26,16,270.8,300.5,1365
0580C1040,2022,18,31,28,23,295.8,331.2,1308
0580C1050,2022,15,29,31,24,302.9,373.9,1782
0580C1060,2022,7,17,31,46,377.0,420.4,998
0580C1070,2022,33,35,20,12,244.9,279.3,1456
0580C1080,2022,4,17,32,47,383.7,442.5,1584
0580C1090,2022,27,29,22,22,268.6,308.4,1668
0580C1100,2022,7,20,35,38,358.0,413.9,1376
0580C1110,2022,22,25,30,23,300.5,323.4,2428
0580C1120,2022,14,22,29,36,342.3,402.5,1581
0580C1130,2022,24,28,28,20,286.9,326.6,1726
0580C1140,2022,7,19,32,42,364.9,440.6,1610
0580C1150,2022,36,23,20,21,261.9,398.0,1767
0580C1160,2022,45,27,17,11,226.1,267.3,1860
0580C1170,2022,39,26,20,16,249.4,270.2,1728
0580C1180,2022,16,24,30,30,321.6,358.6,1439
0580C1190,2022,41,23,22,14,242.9,267.9,3243
0580C1200,2022,8,19,35,37,354.7,422.4,1575
0580C1210,2022,23,26,24,27,294.6,342.1,1559
0580C1220,2022,58,22,13,7,192.1,224.1,1747
0580C1230,2022,13,20,30,36,344.6,382.1,3795
0580C1240,2022,24,26,30,20,292.2,308.9,1520
0580C1250,2022,64,21,11,3,187.2,205.8,1945
0580C1260,2022,39,26,22,13,242.9,263.3,1328
0580C1270,2022,19,25,29,27,309.6,346.9,1356
0580C1280,2022,30,27,23,20,264.6,319.1,1264
0580C1290,2022,16,17,26,41,350.1,425.5,1827
0580C1300,2022,33,19,17,31,283.8,426.3,1756
0580C1310,2022,46,16,16,22,230.5,293.2,3769
0580C1320,2022,31,23,22,24,275.6,336.6,1741
0580C1330,2022,26,25,23,26,289.5,359.6,1466
0580C1340,2022,31,25,23,22,274.3,305.3,2457
0580C1350,2022,21,23,24,32,311.6,380.0,1492
0580C1360,2022,21,24,22,33,315.8,389.3,1242
0580C1370,2022,24,22,24,30,306.4,407.0,1768
0580C1380,2022,48,29,16,7,217.1,234.0,1920
0580C1390,2022,26,23,26,25,295.8,358.7,1197
0580C1400,2022,72,20,6,3,166.3,178.7,1677
0580C1410,2022,30,23,26,21,278.5,306.6,1637
0580C1420,2022,30,20,22,28,292.7,341.8,2594
0580C1430,2022,19,18,29,34,332.8,416.8,1506
0580C1440,2022,28,18,23,31,312.5,628.7,1297
0580C1450,2022,37,23,22,18,254.4,298.3,1382
0580C1460,2022,89,9,1,0,128.2,132.4,1460
0580C1470,2022,23,23,24,30,305.6,364.2,1823
0580C1480,2022,28,25,25,23,281.7,316.1,1522
0580C1490,2022,30,24,22,25,274.4,321.6,1628
0580C1500,2022,38,28,21,13,244.0,274.4,1563
0580C1510,2022,62,23,11,4,186.4,209.4,1682
0580C1520,2022,31,22,22,24,277.8,332.9,1665
0580C1530,2022,18,31,29,22,294.5,338.9,1490
0580C1540,2022,17,24,27,32,330.9,354.6,1638
0580C1550,2022,33,27,23,17,262.3,290.4,1502
0580C1560,2022,23,23,26,28,305.5,373.9,1695
0580C1570,2022,23,20,24,33,318.5,383.8,1533
0580C1580,2022,16,21,33,30,326.9,367.5,1980
0580C1590,2022,38,27,21,13,248.1,275.6,1527
0580C1600,2022,29,24,26,21,281.5,312.4,3192
0580C1610,2022,68,19,10,3,174.4,200.1,2128
0580C1620,2022,42,17,19,22,248.1,285.8,1625
0580C1630,2022,57,25,14,4,195.9,217.8,1775
0580C1640,2022,15,22,36,26,329.7,351.5,1410
0580C1650,2022,8,35,31,26,307.7,344.2,1486
0580C1660,2022,72,17,8,3,174.9,190.3,2003
0580C1670,2022,70,17,11,2,173.0,196.1,1712
0580C1680,2022,72,18,8,2,164.6,182.6,2065
0580C1690,2022,10,33,31,25,310.4,387.2,1897
0581A0010,2022,15,30,31,24,304.5,335.5,1482
0581A0020,2022,23,26,27,24,293.9,340.2,1621
0581A0030,2022,16,30,28,26,306.0,362.3,1817
0581A0040,2022,10,22,35,33,341.6,383.2,1791
0581A0050,2022,14,27,32,26,314.8,403.2,1441
0581A0060,2022,11,28,33,29,320.0,369.7,2714
0581A0070,2022,19,30,28,23,295.3,362.0,2044
0581A0080,2022,13,30,34,24,312.8,355.3,1471
0581A0090,2022,17,30,31,22,300.0,347.0,987
0581A0100,2022,15,28,31,26,309.1,347.9,1765
0581B2010,2022,12,23,36,29,330.4,391.5,1817
0581B2020,2022,17,30,29,25,303.2,337.2,1241
0581B2030,2022,15,24,32,30,329.9,385.8,1348
0581B2040,2022,38,28,23,11,245.4,269.9,1802
0581B2050,2022,11,19,35,35,346.9,374.6,929
0581B3010,2022,15,32,32,21,298.3,380.9,1689
0581B3020,2022,22,36,25,17,270.6,306.9,1816
0581B3030,2022,24,34,25,16,272.7,295.2,2415
0581B4010,2022,13,22,35,30,323.1,360.7,1268
0581B4020,2022,14,27,33,25,311.5,349.5,2174
0581B4030,2022,13,31,35,21,302.1,337.4,1880
0581B5010,2022,11,26,32,31,326.7,362.6,1636
0581B5020,2022,6,24,37,33,340.9,402.2,2416
0581C1010,2022,11,28,31,30,319.7,348.7,744
0581C1020,2022,47,24,16,13,223.8,255.8,2261
0581C1030,2022,59,23,11,6,193.7,219.4,2580
0581C1040,2022,6,23,35,36,345.6,396.4,888
0581C1050,2022,12,32,32,24,307.6,356.6,1682
0581C1060,2022,34,29,21,16,254.3,296.4,2173
0581C1070,2022,42,33,17,8,234.1,250.7,2033
0581C1080,2022,14,28,35,23,313.6,332.8,2027
0581C1090,2022,31,37,21,12,250.6,279.9,1536
0581C1100,2022,72,20,7,2,175.0,188.1,1455
0581C1110,2022,33,35,22,10,249.5,262.8,1483
0581C1120,2022,62,23,14,2,194.8,207.6,1821
0581C1130,2022,58,22,13,8,192.9,229.6,842
0581C1140,2022,19,27,31,23,306.0,339.3,1713
0581C1150,2022,42,36,16,5,223.4,244.6,1691
0581C1160,2022,66,24,7,3,182.3,194.6,1335
0581C1170,2022,74,17,7,2,170.6,183.2,2368
0581C1180,2022,16,37,26,21,286.4,317.0,1191
0581C1190,2022,22,33,29,17,281.6,309.1,1844
0581C1200,2022,31,30,24,16,263.8,291.1,2666
0581C1210,2022,15,27,31,27,314.5,353.5,1844
0581C1220,2022,30,27,26,16,265.2,299.2,1807
0581C1230,2022,35,24,23,19,257.7,320.0,1822
0581C1240,2022,56,28,13,4,201.9,221.6,2560
0581C1250,2022,42,34,17,7,228.3,251.4,2468
0581C1260,2022,53,26,15,7,206.8,233.2,2735
0581C1270,2022,31,30,24,16,260.3,290.2,1814
0581C1280,2022,35,27,23,16,257.6,302.2,2243
0581C1290,2022,18,22,26,34,328.3,474.9,2102
0581C1300,2022,28,23,24,24,285.1,356.2,1629
0581C1310,2022,43,25,20,13,234.0,278.0,2292
0581C1320,2022,38,21,21,20,259.2,295.9,2375
0581C1330,2022,27,32,24,17,269.5,292.3,1715
0581C1340,2022,45,27,18,9,226.7,250.9,1970
0581C1350,2022,39,28,21,12,243.2,265.3,1828
0581C1360,2022,26,25,21,28,289.2,364.4,2061
0581C1370,2022,28,23,25,24,287.4,319.4,1860
0581C1380,2022,40,25,23,12,243.1,264.9,1888
0581C1390,2022,34,30,24,11,253.9,273.0,1653
0581C1400,2022,30,23,27,20,283.3,306.1,1251
0581C1410,2022,46,26,21,8,225.6,244.4,1844
0581C1420,2022,21,25,23,31,308.7,365.7,1694
0581C1430,2022,53,21,15,11,203.2,242.9,2420
0581C1440,2022,29,27,27,18,277.9,304.6,1691
0581C1450,2022,8,20,29,44,370.9,492.9,2220
0581C1460,2022,34,31,23,11,252.9,264.0,1722
0581C1470,2022,33,28,21,17,261.1,294.4,1639
0581C1480,2022,15,24,33,28,321.8,352.2,1891
0581C1490,2022,21,26,30,22,299.9,322.5,1780
0581C1500,2022,43,29,22,7,229.3,249.1,1855
0581C1510,2022,33,30,24,13,258.5,283.8,1779
0581C1520,2022,28,26,25,21,273.2,312.1,1788
0581C1530,2022,10,22,34,33,338.6,410.2,1544
0581C1540,2022,15,28,31,27,311.2,372.1,1802
0581C1550,2022,8,19,29,44,378.3,509.1,2014
0581C1560,2022,19,31,28,21,291.9,318.0,1547
0582A0010,2022,21,27,27,26,300.7,385.7,2238
0582A0020,2022,18,32,28,22,293.8,324.2,1853
0582A0030,2022,16,27,30,27,313.0,362.7,1643
0582B2010,2022,11,35,32,22,300.1,339.3,1280
0582C1010,2022,30,32,26,13,266.7,292.4,1327
0582C1020,2022,34,25,23,18,262.9,322.1,1594
0582C1030,2022,30,28,23,19,264.1,319.0,1870
0582C1040,2022,13,30,31,26,312.6,471.0,1163
0582C1050,2022,28,28,23,21,274.3,328.6,1788
0583A0010,2022,19,30,25,26,297.2,349.9,1438
0583A0020,2022,22,33,26,20,278.2,307.7,1041
0583A0030,2022,15,34,28,23,293.7,343.3,1231
0583A0040,2022,21,30,29,19,286.4,320.8,1012
0583A0050,2022,22,28,28,21,290.3,356.1,1467
0583A0060,2022,18,26,28,29,309.8,370.2,1078
0583A0070,2022,31,27,23,19,267.0,309.6,1702
0583B2010,2022,16,29,30,25,304.6,340.2,1063
0583B2020,2022,20,29,29,22,295.9,330.6,2028
0583C1010,2022,17,32,25,25,292.3,345.9,2347
0583C1020,2022,41,25,18,16,239.5,303.3,2263
0583C1030,2022,26,31,25,18,274.5,328.6,2145
0583C1040,2022,25,31,29,16,276.8,297.3,2033
0583C1050,2022,35,26,20,18,251.4,300.0,1635
0583C1060,2022,27,30,26,18,275.5,299.2,1687
0583C1070,2022,60,23,12,5,192.7,217.4,2455
0583C1080,2022,35,29,24,12,250.9,273.0,2056
0583C1090,2022,52,25,16,7,209.4,231.9,2557
0583C1100,2022,20,33,27,20,282.6,322.2,1968
0583C1110,2022,67,21,8,4,180.4,199.2,2696
0583C1120,2022,20,32,30,18,286.6,327.4,2161
0583C1130,2022,16,30,31,23,300.2,331.1,2023
0583C1140,2022,19,29,28,24,298.9,377.3,2063
0583C1150,2022,15,31,29,25,301.8,408.9,1160
0584A0010,2022,20,26,29,26,302.3,382.4,1605
0584C1010,2022,20,31,29,20,289.8,322.0,1971
0584C1020,2022,28,23,25,24,288.6,352.6,1260
0584C1030,2022,40,31,17,12,237.8,266.8,1411
0584C1040,2022,23,30,23,25,287.0,355.8,1149
0586A0010,2022,18,27,30,26,303.8,338.4,1213
0586A0020,2022,18,27,27,27,308.6,397.8,1519
0586A0030,2022,17,24,31,28,320.0,352.6,1584
0586A0040,2022,15,26,31,28,315.9,359.3,1318
0586C1010,2022,36,31,23,10,246.9,273.0,1397
0586C1020,2022,35,30,22,13,252.9,286.5,1673
0586C1030,2022,12,28,33,28,317.4,347.8,1902
0586C1040,2022,28,27,30,15,278.6,293.4,1249
0586C1050,2022,24,29,29,18,284.0,316.5,1299
0586C1060,2022,34,28,25,14,253.1,275.4,1315
0586C1070,2022,34,26,25,15,256.8,293.8,1441
0586C1080,2022,28,27,26,19,274.2,307.0,1905
